Time,GPS Time,id,Latitude,Longitude,Altitude,GPS Precision,# Satellites,ED RSSI,GW RSSI
18:43:59,21:43:51,29,-21.77648555,-43.37292718333333,917.7,1,14,-104,-100
18:47:06,21:46:58,52,-21.77655598333333,-43.37295566666667,917.8,1,14,-101,-109
18:47:14,21:47:06,53,-21.77684568333333,-43.373211366666666,918.6,1,14,-98,-104
18:47:22,21:47:14,54,-21.77712246666667,-43.373477533333336,917.8,1,14,-95,-95
18:47:30,21:47:22,55,-21.777417083333333,-43.373744083333335,917.0,1,14,-95,-92
18:47:55,21:47:47,58,-21.778394216666666,-43.37461786666667,919.6,1,13,-98,-98
18:48:03,21:47:55,59,-21.778679966666665,-43.37486818333333,919.2,1,13,-85,-97
18:48:11,21:48:03,60,-21.779051916666667,-43.37490256666667,920.6,1,12,-90,-85
18:48:35,21:48:27,63,-21.779930633333333,-43.37411098333333,914.2,1,12,-99,-95
18:48:43,21:48:35,64,-21.77972893333333,-43.37372226666667,911.7,1,12,-97,-90
18:48:52,21:48:44,65,-21.7794795,-43.37321991666666,907.3,1,12,-107,-105
18:49:00,21:48:52,66,-21.779271883333333,-43.372765783333335,902.6,1,12,-108,-107
18:49:08,21:49:00,67,-21.77906188333333,-43.37229105,897.5,1,12,-113,-112
18:49:16,21:49:08,68,-21.7790616,-43.3718534,895.6,1,12,-118,-114
18:49:24,21:49:16,69,-21.778883966666665,-43.3714398,893.3,1,12,-123,-114
18:49:32,21:49:24,70,-21.778539116666668,-43.371097133333336,887.5,1,12,-125,-119
18:49:40,21:49:32,71,-21.77820643333333,-43.37080036666666,884.2,1,12,-125,-121
18:49:48,21:49:40,72,-21.777826583333333,-43.37061808333333,882.1,1,12,-124,-118
18:49:57,21:49:48,73,-21.777425466666667,-43.37054438333333,877.3,1,12,-126,-121
18:50:05,21:49:57,74,-21.77700635,-43.3704265,876.3,1,12,-126,-119
18:50:13,21:50:05,75,-21.77668498333333,-43.3705111,875.3,1,12,-130,-119
18:50:21,21:50:13,76,-21.77633838333333,-43.370588,875.8,1,12,-125,-119
18:50:29,21:50:21,77,-21.77606798333333,-43.37064866666667,874.4,1,12,-130,-120
18:50:37,21:50:29,78,-21.775704933333333,-43.37073098333333,872.2,1,12,-130,-119
18:50:45,21:50:37,79,-21.77533515,-43.37080551666666,870.1,1,12,-130,-120
18:51:01,21:50:53,81,-21.77460478333333,-43.370975666666666,868.6,1,12,-127,-120
18:51:10,21:51:02,82,-21.77422448333333,-43.371046883333335,868.4,1,12,-130,-120
18:51:58,21:51:50,88,-21.77557485,-43.3712881,875.9,1,11,-130,-118
18:52:23,21:52:15,91,-21.7764173,-43.37087626666667,873.9,1,11,-130,-117
18:52:39,21:52:31,93,-21.77709475,-43.37072671666667,875.1,1,11,-130,-119
18:52:47,21:52:39,94,-21.777484966666663,-43.37065226666667,875.9,1,11,-125,-117
18:52:55,21:52:47,95,-21.777715866666668,-43.37056653333333,875.7,1,11,-125,-120
18:53:03,21:52:55,96,-21.77742783333333,-43.37033361666667,872.2,1,11,-119,-121
18:53:11,21:53:03,97,-21.77701238333333,-43.37016558333333,868.8,1,11,-119,-120
18:53:19,21:53:11,98,-21.7766204,-43.370043333333335,867.5,1,11,-119,-120
18:53:36,21:53:28,100,-21.776326216666668,-43.37004246666667,863.8,1,11,-127,-120
18:53:44,21:53:36,101,-21.776139116666663,-43.370104866666665,866.1,1,11,-129,-118
18:53:52,21:53:44,102,-21.775873466666667,-43.37016308333333,862.4,1,11,-130,-121
18:54:00,21:53:52,103,-21.7754943,-43.37026225,860.8,1,11,-125,-119
18:54:08,21:54:00,104,-21.77504933333333,-43.370349366666666,856.5,1,11,-130,-118
18:54:24,21:54:16,106,-21.774413816666662,-43.370485216666665,855.3,1,11,-130,-118
18:54:49,21:54:41,109,-21.774372916666668,-43.37032368333333,855.0,1,11,-130,-119
18:54:57,21:54:49,110,-21.77474983333333,-43.370230033333335,855.9,1,11,-130,-119
18:55:05,21:54:57,111,-21.77514993333333,-43.37012813333333,856.8,1,11,-130,-120
18:55:13,21:55:05,112,-21.775501366666667,-43.37005208333333,857.9,1,11,-130,-120
18:55:21,21:55:13,113,-21.77589623333333,-43.36996675,859.8,1,11,-130,-119
18:55:29,21:55:21,114,-21.776305216666668,-43.36988096666666,860.2,1,11,-130,-120
18:55:37,21:55:29,115,-21.776743516666667,-43.3698009,860.0,1,11,-130,-119
18:56:02,21:55:54,118,-21.77819365,-43.37032801666667,855.6,1,11,-130,-120
18:56:18,21:56:10,120,-21.779372233333333,-43.370974366666665,849.3,1,11,-120,-119
18:56:26,21:56:18,121,-21.779918366666667,-43.3708996,848.1,1,11,-132,-118
18:56:34,21:56:26,122,-21.78014395,-43.3702723,848.2,1,11,-121,-121
18:56:42,21:56:34,123,-21.779740383333333,-43.36969938333333,844.0,1,11,-121,-121
18:56:50,21:56:42,124,-21.779736733333333,-43.36904078333333,840.5,1,11,-130,-119
18:56:58,21:56:50,125,-21.780084466666665,-43.36854538333333,836.8,1,11,-130,-120
18:57:07,21:56:58,126,-21.78018078333333,-43.368086383333335,836.7,1,11,-130,-120
18:57:15,21:57:07,127,-21.779584766666662,-43.367937516666665,837.3,1,11,-123,-115
18:57:31,21:57:23,129,-21.778323366666665,-43.36806618333333,844.4,1,11,-123,-119
18:57:39,21:57:31,130,-21.777620616666667,-43.36810915,848.0,1,11,-121,-121
18:57:47,21:57:39,131,-21.77695173333333,-43.368142133333336,852.7,1,11,-118,-120
18:57:55,21:57:47,132,-21.7764372,-43.368166216666665,857.1,1,11,-123,-114
18:58:03,21:57:55,133,-21.77596168333333,-43.3680851,859.3,1,11,-118,-117
18:58:12,21:58:03,134,-21.775447916666668,-43.36759533333333,859.1,1,11,-117,-120
18:58:20,21:58:12,135,-21.77487203333333,-43.36719188333333,859.7,1,11,-114,-117
18:58:28,21:58:20,136,-21.774351166666666,-43.36730485,858.0,1,11,-124,-118
18:58:36,21:58:28,137,-21.77379763333333,-43.36742301666666,856.5,1,11,-120,-118
18:58:44,21:58:36,138,-21.77329463333333,-43.3675536,857.1,1,11,-122,-119
18:58:52,21:58:44,139,-21.772980266666668,-43.368115083333336,856.0,1,11,-122,-120
18:59:00,21:58:52,140,-21.77309443333333,-43.36883003333333,853.0,1,11,-130,-119
18:59:08,21:59:00,141,-21.773191166666667,-43.36935351666666,851.8,1,11,-127,-120
18:59:16,21:59:08,142,-21.772942316666665,-43.36944401666667,851.5,1,11,-124,-119
18:59:25,21:59:16,143,-21.77263368333333,-43.369343883333336,853.4,1,11,-112,-120
18:59:33,21:59:25,144,-21.7726987,-43.36883843333333,862.2,1,11,-112,-120
18:59:41,21:59:33,145,-21.772702816666666,-43.368452233333336,869.0,1,11,-119,-119
19:04:00,22:03:52,177,-21.7727533,-43.36861353333333,867.7,1,12,-130,-121
19:04:25,22:04:17,180,-21.772949566666668,-43.369417033333335,853.7,1,12,-125,-120
19:04:33,22:04:25,181,-21.773179783333333,-43.36937246666667,853.9,1,12,-128,-121
19:04:41,22:04:33,182,-21.77328823333333,-43.36958275,853.0,1,12,-128,-119
19:04:49,22:04:41,183,-21.773354883333333,-43.36998986666666,852.2,1,12,-128,-120
19:05:05,22:04:57,185,-21.772996433333333,-43.37046873333333,848.3,1,12,-130,-121
19:05:13,22:05:05,186,-21.77257153333333,-43.37024311666666,847.2,1,12,-126,-121
19:05:22,22:05:13,187,-21.77206543333333,-43.36987153333333,849.5,1,12,-128,-119
19:26:44,22:26:35,345,-21.77245093333333,-43.37354078333333,850.4,1,12,-131,-118
19:26:52,22:26:44,346,-21.772438333333334,-43.37307668333333,851.5,1,12,-128,-120
19:27:16,22:27:08,349,-21.772370866666662,-43.372366883333335,853.3,1,12,-128,-119
19:27:24,22:27:16,350,-21.7723423,-43.37196805,854.7,1,12,-128,-120
19:27:40,22:27:32,352,-21.77292053333333,-43.371314516666665,854.0,1,12,-129,-118
19:27:48,22:27:40,353,-21.773120366666667,-43.37096468333333,854.5,1,12,-129,-120
19:28:21,22:28:13,357,-21.77244513333333,-43.37011635,851.5,1,12,-124,-119
19:28:29,22:28:21,358,-21.771869766666665,-43.369764116666666,853.6,1,12,-121,-120
19:28:37,22:28:29,359,-21.771357583333334,-43.36952918333333,855.9,1,12,-118,-104
19:31:11,22:31:03,378,-21.77180998333333,-43.36979006666667,855.7,1,12,-131,-120
19:31:28,22:31:19,380,-21.772771366666667,-43.37050393333333,852.9,1,12,-131,-120
19:32:16,22:32:08,386,-21.773617116666667,-43.37040641666667,857.3,1,12,-129,-118
19:32:24,22:32:16,387,-21.77365168333333,-43.370411616666665,857.3,1,12,-132,-119
19:32:32,22:32:24,388,-21.77395435,-43.37038031666667,858.2,1,12,-128,-118
19:32:49,22:32:41,390,-21.774875066666667,-43.3702181,856.1,1,12,-129,-121
19:32:57,22:32:49,391,-21.775318916666667,-43.37010745,856.1,1,12,-129,-121
19:33:05,22:32:57,392,-21.77570305,-43.370021433333335,856.6,1,11,-127,-120
19:33:13,22:33:05,393,-21.776217783333333,-43.369905116666665,858.3,1,11,-130,-120
19:33:21,22:33:13,394,-21.7767223,-43.36979838333333,858.6,1,11,-129,-119
19:33:37,22:33:29,396,-21.77765708333333,-43.370023466666666,858.3,1,11,-129,-121
19:34:02,22:33:54,399,-21.779400716666668,-43.37097623333333,849.5,1,11,-129,-121
19:34:10,22:34:02,400,-21.780028866666665,-43.37073085,848.2,1,11,-124,-115
19:34:18,22:34:10,401,-21.77996003333333,-43.36997673333333,846.1,1,11,-123,-120
19:34:34,22:34:26,403,-21.780021466666668,-43.36865815,839.8,1,11,-123,-119
19:34:42,22:34:34,404,-21.780222716666668,-43.36823843333333,837.5,1,11,-121,-120
19:34:50,22:34:42,405,-21.779784966666668,-43.367915966666665,839.9,1,11,-121,-121
19:34:58,22:34:50,406,-21.77920655,-43.36797498333333,843.2,1,11,-128,-120
19:35:07,22:34:59,407,-21.778445,-43.36803606666667,847.3,1,11,-118,-119
19:35:15,22:35:07,408,-21.777669166666666,-43.36808616666666,852.2,1,11,-122,-119
19:35:23,22:35:15,409,-21.776934516666667,-43.36811231666667,857.2,1,11,-120,-120
19:35:31,22:35:23,410,-21.776414516666662,-43.36812606666667,857.0,1,11,-122,-116
19:35:39,22:35:31,411,-21.77592998333333,-43.36803376666667,858.7,1,11,-120,-119
19:35:47,22:35:39,412,-21.775451216666667,-43.36754153333333,859.2,1,11,-126,-117
19:35:55,22:35:47,413,-21.77495065,-43.367149266666665,860.1,1,11,-123,-117
19:36:03,22:35:55,414,-21.774822383333333,-43.367147933333335,859.6,1,11,-118,-119
19:36:11,22:36:03,415,-21.77476653333333,-43.367183966666666,859.5,1,11,-120,-123
19:36:20,22:36:12,416,-21.774347183333333,-43.36727841666666,859.3,1,11,-118,-119
19:36:28,22:36:20,417,-21.77376583333333,-43.36741576666667,860.2,1,11,-121,-121
19:36:36,22:36:28,418,-21.77326785,-43.367563833333335,859.5,1,11,-116,-118
19:36:44,22:36:36,419,-21.77299753333333,-43.36823528333333,857.8,1,11,-125,-120
19:36:52,22:36:44,420,-21.77316636666667,-43.36905501666666,855.2,1,11,-131,-116
19:37:08,22:37:00,422,-21.7728051,-43.36944555,854.4,1,11,-124,-120
19:37:16,22:37:08,423,-21.772654766666665,-43.369098433333335,860.2,1,11,-119,-119
19:37:25,22:37:16,424,-21.77276988333333,-43.36860428333333,868.8,1,11,-119,-117
21:04:32,00:04:24,452,-21.775030216666668,-43.36563693333333,858.8,1,12,-127,-117
21:04:40,00:04:32,453,-21.77546133333333,-43.365601483333336,856.3,1,12,-127,-120
21:04:49,00:04:40,454,-21.775711283333333,-43.365943816666665,858.1,1,12,-124,-118
21:04:57,00:04:49,455,-21.77568463333333,-43.366440266666665,860.9,1,12,-120,-119
21:05:05,00:04:57,456,-21.775648266666668,-43.36651793333333,862.2,1,12,-122,-120
21:05:13,00:05:05,457,-21.7756462,-43.36651183333333,862.9,1,12,-120,-119
21:05:21,00:05:13,458,-21.775646216666665,-43.36651176666667,863.0,1,12,-120,-120
21:05:29,00:05:21,459,-21.77555483333333,-43.36662506666666,864.2,1,12,-120,-119
21:05:37,00:05:29,460,-21.775358466666667,-43.36696573333333,865.7,1,12,-116,-121
21:05:45,00:05:37,461,-21.77513283333333,-43.367124833333335,864.9,1,12,-121,-119
21:05:53,00:05:45,462,-21.77465923333333,-43.367185516666666,863.6,1,12,-118,-119
21:06:02,00:05:54,463,-21.774411966666666,-43.36721631666666,857.9,1,12,-118,-120
21:06:10,00:06:02,464,-21.773584566666667,-43.36743945,861.3,1,12,-116,-117
21:06:18,00:06:10,465,-21.773012766666668,-43.36753288333333,867.8,1,12,-121,-120
21:06:26,00:06:18,466,-21.77297135,-43.368214433333335,860.5,1,12,-123,-113
21:06:34,00:06:26,467,-21.773094666666665,-43.36880945,858.2,1,12,-123,-119
21:06:42,00:06:34,468,-21.773225116666666,-43.36932935,854.3,1,12,-123,-115
21:06:58,00:06:50,470,-21.773755216666668,-43.37028536666666,853.5,1,12,-123,-119
21:07:06,00:06:58,471,-21.774321083333334,-43.37028661666667,854.8,1,12,-123,-120
21:07:23,00:07:15,473,-21.775518016666663,-43.3700282,863.3,1,12,-123,-119
21:07:31,00:07:23,474,-21.77584303333333,-43.37003971666667,857.4,1,12,-123,-120
21:08:20,00:08:11,480,-21.78009508333333,-43.370692983333335,855.1,1,12,-123,-121
21:08:28,00:08:19,481,-21.77997333333333,-43.36990863333333,851.6,1,12,-123,-119
21:08:36,00:08:28,482,-21.779789916666665,-43.36902483333333,850.0,1,12,-123,-121
21:08:44,00:08:36,483,-21.780167516666666,-43.36849026666667,845.9,1,12,-123,-120
21:09:00,00:08:52,485,-21.7812444,-43.367616733333335,837.0,1,12,-123,-118
21:09:24,00:09:16,488,-21.782409366666663,-43.367249316666665,837.6,1,12,-123,-120
21:09:33,00:09:24,489,-21.7824233,-43.367793033333335,843.1,1,12,-130,-121
21:09:41,00:09:32,490,-21.782653866666667,-43.368302416666666,849.1,1,12,-130,-112
21:09:49,00:09:41,491,-21.78291945,-43.36881795,852.2,1,12,-126,-120
21:09:57,00:09:49,492,-21.783111533333333,-43.3691911,852.9,1,12,-117,-103
21:10:05,00:09:57,493,-21.783382466666662,-43.36965983333333,854.6,1,12,-114,-119
21:10:13,00:10:05,494,-21.783735633333333,-43.36978505,857.1,1,12,-121,-119
21:10:21,00:10:13,495,-21.78414995,-43.36983855,854.5,1,12,-110,-120
21:10:29,00:10:21,496,-21.784696933333333,-43.369726066666665,857.9,1,12,-111,-120
21:10:37,00:10:29,497,-21.78512213333333,-43.369601933333335,862.2,1,12,-116,-119
21:10:46,00:10:37,498,-21.785399966666667,-43.3693467,868.8,1,12,-108,-119
21:10:54,00:10:45,499,-21.7853142,-43.36887895,871.8,1,12,-112,-117
21:11:02,00:10:54,500,-21.7853639,-43.36865113333333,873.7,1,12,-111,-117
21:11:18,00:11:10,502,-21.785634016666663,-43.36804943333333,878.7,1,12,-120,-121
21:11:26,00:11:18,503,-21.785642266666667,-43.36776711666667,880.4,1,12,-112,-120
21:11:34,00:11:26,504,-21.7854358,-43.367753666666665,880.1,1,12,-100,-118
21:11:42,00:11:34,505,-21.785430766666668,-43.36772135,878.9,1,12,-101,-101
14:49:20,17:49:20,100,-21.773539916666667,-43.367749233333335,861.5,1,13,-110,-114
14:49:28,17:49:28,101,-21.773539916666667,-43.367749233333335,861.5,1,13,-120,-117
14:49:36,17:49:36,102,-21.773540066666666,-43.367749,861.5,1,13,-121,-120
14:49:44,17:49:44,103,-21.773516116666663,-43.36793961666667,860.5,1,13,-119,-119
14:49:53,17:49:53,104,-21.77363178333333,-43.36824098333334,861.7,1,13,-119,-119
14:50:01,17:50:01,105,-21.7734769,-43.36848463333333,862.6,1,13,-119,-117
14:50:09,17:50:09,106,-21.773159216666667,-43.36852653333333,860.5,1,13,-119,-119
14:50:17,17:50:17,107,-21.773191633333333,-43.36896235,858.1,1,13,-122,-120
14:50:33,17:50:33,109,-21.77332243333333,-43.36951358333334,855.4,1,13,-122,-112
14:50:57,17:50:57,112,-21.774519533333333,-43.370236166666665,858.8,1,13,-122,-118
14:51:06,17:51:06,113,-21.775272166666667,-43.37009626666666,859.1,1,13,-122,-117
14:51:30,17:51:30,116,-21.7774956,-43.370406583333335,869.7,1,13,-120,-120
14:51:38,17:51:38,117,-21.778238833333333,-43.370859216666666,880.2,1,13,-115,-112
14:51:46,17:51:46,118,-21.778858916666668,-43.371442916666666,889.6,1,13,-110,-120
14:51:54,17:51:54,119,-21.77848235,-43.37157316666666,891.1,1,13,-110,-111
14:52:02,17:52:02,120,-21.77796855,-43.37130606666667,895.4,1,13,-111,-111
14:52:10,17:52:10,121,-21.777693816666662,-43.371426283333335,897.6,1,13,-112,-105
14:52:19,17:52:19,122,-21.777236483333333,-43.37154438333334,899.4,1,13,-119,-111
14:52:27,17:52:27,123,-21.776745583333334,-43.37165615,898.8,1,13,-109,-107
14:52:35,17:52:35,124,-21.77638608333333,-43.37171201666666,903.3,1,13,-117,-111
14:52:43,17:52:43,125,-21.776289216666665,-43.37172433333333,904.7,1,13,-118,-119
14:52:51,17:52:51,126,-21.77597756666667,-43.371819783333336,906.8,1,13,-113,-114
14:52:59,17:52:59,127,-21.77570833333333,-43.3718856,907.9,1,13,-117,-115
14:53:07,17:53:07,128,-21.77541988333333,-43.371981383333335,906.8,1,13,-115,-111
14:53:15,17:53:15,129,-21.7754643,-43.37232665,904.7,1,13,-108,-109
15:49:57,18:49:57,0,-21.7769345833333,-43.37242105,930.5,1,14,-85,-94
15:50:05,18:49:57,1,-21.7769345833333,-43.37242105,930.5,1,14,-93,-93
15:50:13,18:50:05,2,-21.7769344166667,-43.37242065,930.5,1,14,-99,-97
15:50:22,18:50:13,3,-21.77694045,-43.3724169333333,931.3,1,14,-99,-93
15:50:30,18:50:22,4,-21.7768630833333,-43.3724505166667,932.5,1,14,-97,-97
15:50:38,18:50:30,5,-21.7767630833333,-43.3724200333333,932.0,1,14,-100,-96
15:50:46,18:50:38,6,-21.7766520833333,-43.372391,933.0,1,13,-96,-103
15:50:54,18:50:46,7,-21.7765585666667,-43.3724300166667,933.0,1,13,-92,-85
15:51:02,18:50:54,8,-21.7764963666667,-43.3725161166667,932.3,1,14,-95,-96
15:51:10,18:51:02,9,-21.7764907833333,-43.3726300333333,933.0,1,14,-96,-88
15:51:18,18:51:10,10,-21.7765145833333,-43.37273885,932.2,1,14,-102,-95
15:51:27,18:51:18,11,-21.7765603833333,-43.3728341666667,931.2,1,14,-100,-101
15:51:35,18:51:26,12,-21.7766110166667,-43.3729196333333,930.7,1,14,-101,-108
15:51:43,18:51:35,13,-21.7766810666667,-43.3729985333333,931.3,1,14,-102,-95
15:51:51,18:51:43,14,-21.7767498833333,-43.37306805,931.4,1,14,-99,-98
15:51:59,18:51:51,15,-21.7767618333333,-43.3731812333333,932.4,1,14,-98,-101
15:52:07,18:51:59,16,-21.7768324666667,-43.3732604333333,933.6,1,14,-97,-94
15:52:15,18:52:07,17,-21.7769088166667,-43.373333,934.7,1,14,-101,-100
15:52:23,18:52:15,18,-21.7769855,-43.3734024,935.4,1,14,-100,-101
15:52:31,18:52:23,19,-21.7770619666667,-43.3734748166667,935.8,1,14,-94,-99
15:52:40,18:52:31,20,-21.7771377166667,-43.37354105,936.1,1,14,-98,-94
15:52:48,18:52:39,21,-21.7772152833333,-43.3736113333333,936.8,1,14,-99,-97
15:52:56,18:52:48,22,-21.7772985666667,-43.3736870666667,938.0,1,14,-99,-94
15:53:04,18:52:56,23,-21.7773739166667,-43.3737560666667,938.5,1,14,-95,-89
15:53:12,18:53:04,24,-21.7774496666667,-43.3738202333333,939.7,1,14,-92,-93
15:53:20,18:53:12,25,-21.77752555,-43.3738805166667,939.8,1,15,-89,-85
15:53:28,18:53:20,26,-21.7775934666667,-43.37394895,941.4,1,15,-89,-79
15:53:36,18:53:28,27,-21.7776731833333,-43.3740148666667,941.6,1,15,-87,-88
15:54:41,18:54:33,35,-21.7783285333333,-43.3746414,941.2,1,15,-87,-83
15:54:49,18:54:41,36,-21.77841085,-43.3747113333333,941.6,1,15,-96,-101
15:54:57,18:54:49,37,-21.7784890166667,-43.3747839166667,941.6,1,15,-95,-92
15:55:06,18:54:57,38,-21.7785665333333,-43.3748587166667,941.7,1,15,-98,-95
15:55:14,18:55:06,39,-21.7786648666667,-43.37492415,942.1,1,15,-92,-87
15:55:22,18:55:14,40,-21.7787533833333,-43.3749831333333,942.8,1,15,-97,-95
15:55:30,18:55:22,41,-21.7788407666667,-43.3750619666667,941.4,1,15,-92,-84
15:55:38,18:55:30,42,-21.7789321166667,-43.3751130166667,941.6,1,15,-94,-85
15:55:46,18:55:38,43,-21.7790343,-43.375113,941.9,1,15,-85,-76
15:55:54,18:55:46,44,-21.7791288666667,-43.3750666833333,941.5,1,15,-82,-73
15:56:02,18:55:54,45,-21.7792244333333,-43.3751035333333,941.1,1,15,-78,-73
15:56:11,18:56:02,46,-21.7793013833333,-43.3751713666667,942.5,1,15,-81,-73
15:56:19,18:56:10,47,-21.7793857166667,-43.3752432166667,942.4,1,15,-90,-73
15:56:27,18:56:19,48,-21.77948365,-43.3753348833333,942.5,1,15,-79,-88
15:56:35,18:56:27,49,-21.7795697166667,-43.37541345,941.8,1,15,-74,-73
16:01:43,19:01:35,87,-21.7790257833333,-43.3740300166667,937.1,1,15,-80,-73
16:01:51,19:01:43,88,-21.7789116166667,-43.37401445,938.9,1,15,-85,-82
16:01:59,19:01:51,89,-21.7788178666667,-43.3739738,941.2,1,15,-84,-88
16:02:16,19:02:08,91,-21.7789387666667,-43.3738170333333,940.6,1,15,-89,-79
16:02:24,19:02:16,92,-21.7790078666667,-43.3737292166667,941.2,1,15,-87,-83
16:02:32,19:02:24,93,-21.7790257166667,-43.3736365833333,940.7,1,15,-81,-75
16:02:40,19:02:32,94,-21.7790535333333,-43.37355535,939.7,1,15,-80,-72
16:02:48,19:02:40,95,-21.7791088,-43.3734716666667,940.0,1,15,-83,-76
16:02:56,19:02:48,96,-21.7791230166667,-43.3733659,940.1,1,15,-80,-85
16:03:04,19:02:56,97,-21.7790889166667,-43.3732777666667,940.5,1,15,-80,-83
16:03:12,19:03:04,98,-21.7790322166667,-43.3732135833333,941.4,1,15,-88,-79
16:03:21,19:03:12,99,-21.7789846166667,-43.3731273166667,943.3,1,15,-79,-77
16:03:29,19:03:21,100,-21.7789435166667,-43.37300765,945.7,1,15,-96,-79
16:03:37,19:03:29,101,-21.7788969333333,-43.3729036833333,945.6,1,15,-89,-79
16:07:16,19:07:08,128,-21.7772019,-43.3722729333333,933.3,1,15,-97,-105
16:07:24,19:07:16,129,-21.7771419833333,-43.3723493666667,933.4,1,15,-95,-88
16:07:32,19:07:24,130,-21.7770661333333,-43.3723793666667,932.2,1,15,-95,-93
16:07:40,19:07:32,131,-21.77697575,-43.37235075,931.7,1,15,-99,-93
16:07:48,19:07:40,132,-21.7769023666667,-43.3724063333333,931.9,1,15,-98,-94
16:07:56,19:07:48,133,-21.7768598166667,-43.37246945,932.0,1,15,-97,-87
16:08:05,19:07:56,134,-21.7767773,-43.3724544833333,932.2,1,15,-91,-103
16:08:13,19:08:05,135,-21.7767033166667,-43.37250905,933.2,1,15,-90,-90
16:08:21,19:08:13,136,-21.7766234666667,-43.3725498333333,932.8,1,15,-95,-91
16:08:29,19:08:21,137,-21.7765726666667,-43.37262,933.0,1,15,-106,-110
16:08:37,19:08:29,138,-21.77652795,-43.3726942333333,934.0,1,15,-99,-101
16:08:45,19:08:37,139,-21.7764690333333,-43.3727627,932.9,1,15,-98,-94
16:08:53,19:08:45,140,-21.7764363666667,-43.3727550666667,930.2,1,15,-93,-91
16:09:01,19:08:53,141,-21.7763773833333,-43.372737,928.3,1,15,-92,-90
16:09:10,19:09:01,142,-21.7763041666667,-43.3726928833333,928.3,1,15,-94,-101
